,key,name,description,id
600,I0HS,冰极天雪魂翼 藏品,"[收藏品]
冰极天雪魂翼",459
601,I0HR,腐败水晶之翼 藏品,"[收藏品]
腐败水晶之翼",458
602,I0HQ,龙翼 藏品,"[收藏品]
龙翼",457
603,I0HP,霜魂女神之翼 藏品,"[收藏品]
霜魂女神之翼",456
604,I0HO,女神仙翼 藏品,"[收藏品]
女神仙翼",455
605,I0HN,翅膀 藏品,"[史诗]
- 冥灵传世 材料 -
∴点击查看相关合成组合",359
606,I0HM,奇装异服,"[收藏品]
是一件租用的奇装异服.
服装可以使用到该事件结束.",-1
607,I0HL,摧毁记忆石,"摧毁记忆石.

如果还有其他队友的话，请取得同意后再使用.",-1
608,I0HJ,夜视镜,"[收藏品]
夜晚视野真是好哇.",988
609,I0HI,雪花法杖,"[收藏品]
摇一摇，晃一晃，眼睛真舒服.",-1
610,I0HH,雪花翅膀,"[收藏品]
晶莹剔透的翅膀",510
611,I0HG,蓝天使翅膀,"[收藏品]
小型的蓝色翅膀",509
612,I0HF,万圣节服装 2,[收藏品],-1
613,I0HE,新年服装 2,[收藏品],-1
614,I0HD,发光的糖块,"[硬币]
采集那些让人兴奋的发光的糖块

活动结束后该物品消失.",379
615,I0HC,轮回之花,[收藏品],-1
616,I0HB,魔女的神秘糖果,"[收藏品]
让你拥有控制灵魂的赶脚",-1
617,I0HA,银喵徽章,[收藏品],-1
618,I0H9,幽灵徽章,"[收藏品]
哇哈哈哈!",-1
619,I0H8,女巫的糖块,"[收藏品]
""美味！使你飘飘欲仙...""",-1
620,I0H7,小魔王翅膀,"[收藏品]
薰衣草色的翅膀",508
621,I0H6,输出记录器,"[收藏品]
通过它可以测试你的输出",537
622,I0H5,新年服装,[收藏品],-1
623,I0H4,圣诞节服装,[收藏品],-1
624,I0H3,万圣节服装,[收藏品],-1
625,I0H2,亵渎之影·末日裁决,"[史诗]
- 禁断圣物 武器 (近战) -
被遗落的武器给予巨大的力量
∴攻击力+7100
∴力量 +210, 敏捷 +570
∴致命一击倍率 +0.30x
∴攻击时几率末日裁决
▣ 等级.100",782
626,I0H1,绝魂·世界击碎者,"[史诗]
- 禁断圣物 武器 (枪支) -
世界上唯一的真理就是力量.
∴攻击力+9750
∴力量 +420
∴敏捷 +600
∴技能伤害 +6%
∴攻击时几率触发混沌炮弹
▣ 等级.100",781
627,I0H0,秩序之源·梦魇毁灭魔弓,"[史诗]
- 禁断圣物 武器 (弓箭) -
世界上唯一的真理就是力量.
∴攻击力+9000
∴力量 +420
∴敏捷 +630
∴技能伤害 +8%
∴攻击时几率 触发混沌魔影
▣ 等级.100",779
628,I0GZ,秩序之源·无间地狱魔杖,"[史诗]
- 禁断圣物 武器 (法杖) -
世界上唯一的真理就是力量.
∴攻击力+7200
∴力量 +360, 智力 +720
∴技能伤害 +12%
∴点击使用 无间爆破
▣ 等级.100",780
629,I0GY,秩序之源·永恒碧蓝怒火之剑,"[史诗]
- 禁断圣物 武器 (近战) -
世界上唯一的真理就是力量.
∴攻击力+8250
∴力量 & 敏捷 +450
∴主属性 +210
∴技能伤害 +9%
∴攻击时几率 触发混沌爆破
▣ 等级.100",778
630,I0GX,神秘杆,[收藏品],-1
631,I0GW,“世界大咖”徽章,[收藏品],558
632,I0GV,腐蚀者 徽章,[收藏品],550
633,I0GU,火焰梦魇徽章,[收藏品],552
634,I0GT,沧海巨兽徽章,[收藏品],551
635,I0GS,夺魄·神泣之刃,"[史诗]
- 鸿蒙起源 武器 (近战) -
一把能砍倒神灵的能量之剑
∴攻击力+9400
∴敏捷 +880
∴生命值 +2500
∴致命一击倍率 +0.50x
∴每12次攻击激活夺魄
∴每当释放技能触发觉醒
▣ 等级.100",909
636,I0GR,无望·荒芜魂戒,"[史诗]
- 鸿蒙起源 首饰 -
充满扭曲灵魂的戒指
∴主属性 +625
∴攻击速度 +35%
∴技能伤害 +20%
∴魔法值恢复 +20
∴点击使用 激活荒芜
▣ 等级.100",908
637,I0GQ,海蚀翅膀,"[收藏品]
蕴含海洋光晕.",505
638,I0GP,海蚀戒指,"[史诗]
- 传奇至宝 首饰 -
蕴含海洋祝福的戒指.
∴主属性 +(1.5 X英雄等级)
∴获得经验值+10%
▣ 等级.20",770
639,I0GO,海蚀风兜,"[史诗]
- 传奇至宝 头盔 -
蕴含海洋祝福的帽子.
∴护甲 +(英雄等级/2)
∴主属性 +(1 X英雄等级)
∴获得经验值+5%
∴点击使用 创造一个通往普瑞斯的传送门
▣ 等级.20",769
640,I0GN,海蚀袍服,"[史诗]
- 传奇至宝 铠甲 -
蕴含海洋祝福的.
∴护甲 +(1 X英雄等级)
∴主属性 +(1 X英雄等级)
∴获得经验值+5%
∴10秒触发一次生命值和魔法值的20% 恢复
▣ 等级.20",768
641,I0GM,海蚀宝珠,"[史诗]
- 传奇至宝 武器 (通用) -
蕴含海洋祝福的武器.
∴攻击力+(40 X英雄等级)
∴主属性 +(3 X英雄等级)
∴获得经验值+5%
∴攻击时几率触发水之爆破
▣ 等级.20",767
642,I0GJ,海蚀洞门票,"[召唤类物品]
神秘的门票带你走进海蚀洞的世界!
◎海蚀洞入口
◎根据你级别有几率触发更深层次入口",-1
643,I0GI,激情四射,[收藏品],-1
644,I0GH,古代机器力量结晶,"[收藏品]
改变背包的外观.",339
645,I0GF,周年庆气氛,[收藏品],-1
646,I0GE,神秘气息,[收藏品],433
647,I0GC,夏装,[收藏品],-1
648,I0GB,徽章兑换,"你可以取回当前材料能兑换到的徽章.

注意: 不适用于游戏ID下可以共享的徽章.",-1
649,I0GA,黑瓜徽章,[收藏品],128
650,I0G9,远古法老徽章,[收藏品],121
651,I0G8,枭兽徽章,[收藏品],223
652,I0G7,巨人魔像徽章,[收藏品],115
653,I0G6,触须领主徽章,[收藏品],100
654,I0G5,火焰领主徽章,[收藏品],84
655,I0G4,恶魔领主徽章,[收藏品],549
656,I0G3,蜘蛛领主徽章,[收藏品],548
657,I0G2,冰霜领主徽章,[收藏品],547
658,I0G1,黑天使徽章,[收藏品],546
659,I0G0,白天使徽章,[收藏品],545
660,I0FZ,守门人徽章,[收藏品],178
661,I0FY,魔龙徽章,[收藏品],544
662,I0FX,元素领主徽章,[收藏品],543
663,I0FW,杰克南瓜徽章,[收藏品],542
664,I0FV,伯爵徽章,[收藏品],541
665,I0FU,九头蛇徽章,[收藏品],540
666,I0FT,海洋服装,[收藏品],-1
667,I0FS,海洋徽章,[收藏品],-1
668,I0FR,真·秩序之源·无间地狱魔杖,"[史诗]
- 冥灵传世 武器 (法杖) -
世界上唯一的真理就是力量.
∴攻击力+8000
∴力量 +410
∴智力 +780
∴技能伤害 +14%
∴点击使用 无间爆破
▣ 等级.100",907
669,I0FQ,魔音护魂之翼,"[史诗]
- 禁断圣物 翅膀 -
控制不了情绪就容易带来不幸
∴力量 +250
∴敏捷 +235
∴技能伤害 +6%
∴每当释放技能 加强下次攻击
∴每次触发疯狂杀戮效果叠加
▣ 等级.100",766
670,I0FP,火炎之心,"[史诗]
- 禁断圣物 武器 (近战) -
火焰永远不会熄灭
∴攻击力+7500
∴力量 +655
∴攻击速度 -50%
∴技能伤害 +9%
∴每当释放技能 触发火焰打击
▣ 等级.100",756
671,I0FO,毁灭·末日回响,"[史诗]
- 神话传说 武器 (枪支) -
末日即将到来 !
∴攻击力+7200
∴敏捷 +515
∴致命一击倍率 +0.2x
∴6秒触发一次攻击附加毁灭末日强化 (2次可能)
▣ 等级.100",731
672,I0FN,炮灰的信条,"[史诗]
- 神话传说 武器 (枪支) -
你那不能饶恕的罪恶来接受我的洗礼吧.
∴攻击力+6000
∴敏捷 +425
∴致命一击倍率 +0.2x
∴8秒触发一次 攻击附加信条炮弹强化
▣ 等级.100",728
673,I0FM,灾变·蛮荒之预言,"[史诗]
- 禁断圣物 武器 (枪支) -
面对那无尽的未来，所有的鲜血流出都是徒劳的
∴攻击力+6000
∴敏捷 +255
∴智力 +560
∴攻击速度 +15%
∴友军恢复 得到强化
∴点击使用 触发殷红洗礼
▣ 等级.100",759
674,I0FL,灾变·诸界毁灭者,"[史诗]
- 神话传说 武器 (枪支) -
流血成河
∴攻击力+5220
∴敏捷 +220
∴智力 +470
∴生命值 +1500
∴友军恢复 得到强化
∴点击使用 触发血腥祈祷
▣ 等级.100",727
675,I0FK,血腥祈祷,"[史诗]
- 传奇至宝 武器 (枪支) -
不要忘记那血腥的过去
∴攻击力+3900
∴敏捷 +195
∴智力 +410
∴生命值 +1200
∴点击使用 触发血腥祈祷
▣ 等级.80",650
676,I0FJ,真·采佩什血炮,"[史诗]
- 传奇至宝 武器 (枪支) -
放弃吧，愚蠢的人类！.
∴攻击力+2900
∴敏捷 +210
∴智力 +250
∴生命值 +750
∴攻击时附带10%吸血 (最高400)
▣ 等级.60",646
677,I0FI,冥虹镜芒·破碎之命运,"[史诗]
- 神话传说 武器 (枪支) -
恶魔，来的更猛烈吧 !
∴攻击力+5550
∴敏捷 +495
∴智力 +205
∴攻击速度 +20%
∴技能伤害 +6%
∴点击使用 触发破碎轰炸
▣ 等级.100",726
678,I0FH,追逐者,"[史诗]
- 神话传说 武器 (枪支) -
失败者我来引领给你前进 ..
∴攻击力+5850
∴敏捷 +465
∴攻击速度 +20%
∴技能伤害 +5%
∴点击使用 触发追逐
▣ 等级.100",229
679,I0FG,深渊之手·最后的耳语,"[史诗]
- 神话传说 武器 (枪支) -
当你拥有它的时候,剩下的只有沉浸在疯狂,而不会感到疲倦.
∴攻击力+6000
∴力量 +330
∴敏捷 +420
∴致命一击倍率 +0.2x
∴攻击时几率触发末日
▣ 等级.90",211
680,I0FF,地狱熔岩·幻舞者,"[史诗]
- 神话传说 武器 (枪支) -
世界上唯一的真理就是力量.
∴攻击力+7200
∴力量 +345
∴敏捷 +500
∴技能伤害 +3%
∴攻击时几率触发混沌炮弹
▣ 等级.100",730
681,I0FE,寒光凌霜之左轮,"[史诗]
- 神话传说 武器 (枪支) -
让你感受凌厉的霜寒！
∴攻击力+6000
∴敏捷 +425
∴攻击速度 -20%
∴致命一击倍率 +0.2x
▣ 等级.90",757
682,I0FD,新年礼盒,"[特殊物品]
新年礼盒.
∴想知道是什么吗?",405
683,I0FC,圣诞帽,"[收藏品]
""我希望每天都是圣诞节.""",-1
684,I0FB,真·战神·神圣加农炮,"[史诗]
- 传奇至宝 武器 (枪支) -
给予邪恶正义的制裁
∴攻击力+4500
∴敏捷 +445
∴技能伤害 +2.5%
∴攻击时几率触发神圣炮弹
▣ 等级.80",649
685,I0FA,战神·神圣加农炮,"[史诗]
- 传奇至宝 武器 (枪支) -
∴攻击力+3300
∴敏捷 +330
∴攻击时几率触发神圣炮弹
▣ 等级.80",182
686,I0F9,真·柏丽娜龙炮,"[史诗]
- 传奇至宝 武器 (枪支) -
你极其渴望得到强大的力量！.
∴攻击力+4000
∴敏捷 +330
∴攻击时几率触发魔龙打击
▣ 等级.70",647
687,I0F8,柏丽娜龙炮,"[史诗]
- 传奇至宝 武器 (枪支) -
你极其渴望得到强大的力量！.
∴攻击力+3000
∴敏捷 +215
∴攻击时几率触发魔龙打击
▣ 等级.70",170
688,I0F7,莱图斯钢炮,"[史诗]
- 传奇至宝 武器 (枪支) -
炮弹面前人人平等!
∴攻击力+3200
∴敏捷 +180
∴8秒触发一次 下次攻击附加钢炮伤害强化
▣ 等级.70",729
689,I0F6,沧海步枪,"[魔力]
- 武器 (枪支) -
∴攻击力+1000
∴敏捷 +130
∴攻击时几率触发沧海之击
▣ 等级.70",97
690,I0F5,山丘步枪,"[魔力]
- 武器 (枪支) -
∴攻击力+1250
∴敏捷 +150
∴攻击时几率触发堕落之刺
▣ 等级.80",112
691,I0F4,火焰领主步枪,"[魔力]
- 武器 (枪支) -
∴攻击力+850
∴敏捷 +105
∴攻击时几率触发火之祝福
▣ 等级.60",82
692,I0F3,真·秩序之源·永恒碧蓝怒火之剑,"[史诗]
- 冥灵传世 武器 (近战) -
世界上唯一的真理就是力量.
∴攻击力+9000
∴力量 +480
∴敏捷 +480
∴主属性 +250
∴技能伤害 +10.5%
∴攻击时几率 触发混沌爆破
▣ 等级.100",906
693,I0F2,剧毒步枪,"[罕见]
- 武器 (枪支) -
∴攻击力+1000
∴敏捷 +170
∴攻击时使敌人中毒，每10秒造成1500的额外伤害
▣ 等级.50",134
694,I0F1,火焰步枪,"[普通]
- 武器 (枪支) -
∴攻击力+500
∴敏捷 +80
▣ 等级.60",75
695,I0F0,瑞文步枪,"[魔力]
- 武器 (枪支) -
∴攻击力+650
∴敏捷 +85
∴攻击时几率触发黑暗闪电
▣ 等级.50",62
696,I0EZ,暗影步枪,"[普通]
- 武器 (枪支) -
∴攻击力+320
∴敏捷 +60
▣ 等级.50",51
697,I0EY,征服·恐惧支配,"[史诗]
- 鸿蒙起源 铠甲 -
它让你害怕得发抖
∴护甲 +300
∴力量 +550
∴技能伤害 +15%
∴持续伤害+10%
∴每当释放技能叠加恐惧
∴点击使用 激活混乱
▣ 等级.100",922
698,I0EX,行尽·生命烈焰,"[史诗]
- 鸿蒙起源 翅膀 -
闪烁着生命的火焰
∴攻击力+4800
∴力量 +400
∴敏捷 +400
∴技能伤害 +10%
∴攻击时激活燃烧灵魂
∴点击使用 坠落火焰
▣ 等级.100",929
699,I0EW,冰霜步枪,"[普通]
- 武器 (枪支) -
∴攻击力+200
∴敏捷 +38
▣ 等级.40",38
700,I0EV,死亡向往,"[史诗]
- 鸿蒙起源 翅膀 -
收割神的翅膀
∴主属性 +450
∴生命值 +2000
∴移动速度 +75
∴技能伤害 +15%
∴技能施放后，下次攻击激活灵魂诅咒
▣ 等级.100",930
701,I0EU,深海步枪,"[普通]
- 武器 (枪支) -
∴攻击力+120
∴敏捷 +25
▣ 等级.30",23
702,I0ET,洞悉·真理之瞳,"[史诗]
- 鸿蒙起源 头盔 -
涤尽虚妄，唯余真理.
∴护甲 +175
∴全属性 +250
∴主属性 +250
∴技能伤害 +10%
∴所受伤害-5%
∴攻击时触发洞悉
∴施放终极技能时触发心之眼
▣ 等级.100",938
703,I0ER,神秘的令牌,"[特殊物品]
你会收到一条弹幕.
∴在百度贴吧-世界RPG吧 发帖秀一下吧",406
704,I0EQ,万圣节耀目翅膀,"[收藏品]
万圣节神秘的礼物.",507
705,I0EP,召唤亚莫亚,"[收藏品]
召唤一只叫亚莫亚的小猫.",-1
706,I0EO,女巫的神秘糖果,"[收藏品]
""这糖果味道那是极好的...""",-1
707,I0EN,幼小幽灵邀请函,"[召唤类物品]
和我一起来个小探险咋样?
◎激活活动事件“幼小幽灵探险记”",-1
708,I0EM,神秘的糖果,"[糖果]
万圣节里充满魔力的糖果.
∴目标怪物被万圣节气氛影响，它们的物品掉率提高（不过它不会掉落邀请函）",-1
709,I0EL,被遗落的深渊骷髅头,"[史诗]
- 禁断圣物 材料 -
∴点击查看相关合成组合",265
710,I0EK,深渊碎片,"[史诗]
- 禁断圣物 材料 -
古老深渊中的碎片.
∴点击使用 兑换其他材料",356
711,I0EJ,寰宇之翼,"[史诗]
- 鸿蒙起源 翅膀 -
用生命绽放.
∴全属性 +350
∴攻击速度 +10%
∴技能伤害 +17.5%
∴移动速度 +50
∴点击使用 激活生命之礼
∴每当释放技能有几率激活重生
▣ 等级.100",905
712,I0EI,神圣起源羽翼,"[史诗]
- 鸿蒙起源 翅膀 -
一切邪恶都将被我的火焰净化
∴主属性 +400
∴生命值 +1500
∴技能伤害 +10%
∴火焰伤害 +5%
∴造成魔法伤害时，激活圣火
∴点击使用 激活炽热黎明
▣ 等级.100",904
713,I0EH,湮灭幽魂甲胄,"[史诗]
- 禁断圣物 铠甲 -
你的灵魂给予你更强大力量..
∴护甲 +205
∴力量 +145, 敏捷 +325
∴技能伤害 +10%
∴致命一击概率 +10%
∴生命值很低时触发幽魂守护
▣ 等级.100",752
714,I0EG,飞星流彩碎翼,"[史诗]
- 禁断圣物 翅膀 -
飞翔那美丽的天空
∴力量 +250, 敏捷 +280
∴技能伤害 & 魔法抗性 +7.5%
∴释放技能时下次攻击触发苍穹之力
∴点击使用 群星流彩
▣ 等级.100",280
715,I0EF,深沉悲伤·撕裂光芒,"[史诗]
- 禁断圣物 首饰 -
光明也会被黑暗侵蚀.
∴力量 +370, 智力 +350
∴技能伤害 +12%
∴将造成的部分伤害量转换为生命值和魔法值
∴点击使用 黑骑契约
▣ 等级.100",751
716,I0EE,灵魂隔断羽翼,"[史诗]
- 鸿蒙起源 翅膀 -
死亡是我们唯一的喘息机会.
∴攻击力+2000
∴主属性 +225
∴全属性 +175
∴致命一击倍率 +0.40x
∴每当释放技能 6秒 技能伤害和致命一击概率 6% 提高
∴点击使用 激活灵魂风暴
▣ 等级.100",950
717,I0E7,圣典扉页,"[史诗]
- 禁断圣物 材料 -
∴点击查看相关合成组合",282
718,I0E6,圣使锁魄,"[史诗]
- 禁断圣物 材料 -
∴点击查看相关合成组合",283
719,I0E5,神圣金属,"[史诗]
- 禁断圣物 材料 -
∴点击查看相关合成组合",281
720,I0E4,无轩之湮魄头巾,"[史诗]
- 禁断圣物 头盔 -
拥有了它，你就拥有了无上的地位
∴护甲 +110
∴力量 & 敏捷 +170
∴智力 +220
∴技能伤害 +4%
∴使用时触发力量爆炸
▣ 等级.100",748
721,I0E3,地狱挽歌,"[史诗]
- 禁断圣物 武器 (法杖) -
有希望么？就在眼前。如不奋斗，那就是绝望?
∴攻击力+7800
∴智力 +700
∴技能伤害 +8%
∴技能 点击使用触发噩梦打击
∴点击使用 触发绝望亡曲
▣ 等级.100",745
722,I0E2,创世圣铠,"[史诗]
- 禁断圣物 铠甲 -
世间无尽力量涌入你的身体
∴护甲 +245
∴力量 +295, 敏捷 +190
∴魔法抗性 +10%
∴使用时几率触发创世印记
▣ 等级.100",746
723,I0E1,圣魔指环,"[史诗]
- 禁断圣物 首饰 -
远古时期一个孤独幽魂所携带的戒指.
∴主属性 +430
∴魔法值恢复 +15
∴攻击速度 +20%
∴技能伤害 +14.5%
∴使用时触发暗之审判
▣ 等级.100",750
724,I0E0,百里流光圣影之刃 ,"[史诗]
- 禁断圣物 武器 (近战) -
这是一把传奇之剑，让你拥有强力战斗力
∴攻击力+8700
∴力量 +535, 敏捷 +565
∴技能释放后下次攻击附带电强化
∴使用时触发光之轨迹
▣ 等级.100",744
725,I0DZ,异端审判,"[史诗]
- 禁断圣物 头盔 -
未实现的恶魔理想已经被神诀
∴护甲 +125
∴力量 +160
∴敏捷 +130
∴攻击伤害+7.5%
∴每次攻击时触发审判
∴点击使用 魔力抗击
▣ 等级.100",749
726,I0DY,圣痕战盔,"[史诗]
- 神话传说 头盔 -
相信我，猛烈突击去吧！!
∴护甲 +110
∴全属性 +100
∴主属性 +75
∴攻击伤害+5%
∴周围的友军速度和生命值恢复提升
∴4分钟CD，主动使用触发魔法免疫
▣ 等级.100",742
727,I0DX,特比略遗落之辉闪,"[史诗]
- 禁断圣物 武器 (近战) -
无尽的力量，无上的权利，全给了你
∴攻击力+9300
∴力量 +610
∴致命一击概率 +12%
∴技能释放后下一次攻击附带电强化
∴使用时有几率触发辉闪结界
▣ 等级.100",743
728,I0DW,自然之翼,"[魔力]
- 翅膀 -
∴全属性 +15
∴获得经验值+10%
∴点击使用 使用时生成连接当前位置和新手村的传送阵
▣ 等级.20",13
729,I0DV,肉袋,"[魔力]
- 首饰 -
∴全属性 +25
∴生命值 +500
∴魔法值 +500
∴点击使用 取肉
▣ 等级.40",49
730,I0DU,金刚趾甲,"[魔力]
- 武器 (近战) -
∴攻击力+550
∴力量 +55
∴敏捷 +30
∴技能伤害 +5%
∴连续攻击同一目标时造成400魔法伤害附加
▣ 等级.40",47
731,I0DT,海象 披风,"[魔力]
- 翅膀 -
∴全属性 +20
∴生命值恢复 +5
∴击杀怪物时有几率触发大海祝福(获得经验值提升)
▣ 等级.30",34
732,I0DS,象牙法杖,"[魔力]
- 武器 (法杖) -
∴攻击力+280
∴智力 +60
∴攻击速度 +10%
∴每攻击时300魔法伤害附加
▣ 等级.30",32
733,I0DR,永恒之戒,"[史诗]
- 鸿蒙起源 首饰 -
所有欲望的避风港
∴全属性 +475
∴技能伤害 +14%
∴生命处于1时激活命运逆转
∴点击使用 时空扭曲
▣ 等级.100",903
734,I0DQ,本尼迪特嗜血之铠,"[史诗]
- 禁断圣物 铠甲 -
染满鲜血的殷红之铠甲..
∴护甲 +190
∴敏捷 +295
∴技能伤害 +9%
∴战斗状态下最大生命值提高
∴使用时强制敌人禁锢
▣ 等级.100",747
735,I0DO,女巫美狄亚法衣,"[史诗]
- 禁断圣物 铠甲 -
你的灵魂被我控制!!!
∴护甲 +185
∴智力 +340
∴魔法值 +1000
∴技能伤害 +8%
∴点击使用 控制女巫
▣ 等级.100",741
736,I0DN,戴安娜的神圣法衣,"[史诗]
- 禁断圣物 铠甲 -
寻求神灵保佑拯救那冤死的灵魂 ...
∴护甲 +205
∴智力 +330
∴生命值 +1800
∴周围的友军 技能伤害 6% & 魔法抗性 8%提升
∴点击使用祈祷寻求戴安娜护佑
▣ 等级.100",740
737,I0DM,万圣节糖果,"[特殊物品]
美味的糖果.
∴生命值1000恢复
∴低概率赠予奖励
∴在糖果区使用会自动",404
738,I0DL,猩红诅咒,"[史诗]
- 鸿蒙起源 首饰 -
浸透了无法洗去的鲜血
∴力量 +455
∴敏捷 +425
∴持续伤害+35%
∴所受治疗量-35%
∴攻击时几率触发狂暴
∴点击使用 激活旧神的礼物
▣ 等级.100",902
739,I0DK,亡灵,"[书籍]
作者：一名普瑞斯士兵",-1
740,I0DJ,圣水,"[杂项]
教堂里的神圣之水
◎点击使用 向周围敌军泼洒圣水，使其陷入眩晕状态",-1
741,I0DI,幽魂破尽·金顶佛光圣物,"[史诗]
- 神话传说 武器 (法杖) -
吸收天地之精华、蕴含巨大法力的神器
∴攻击力+6150
∴智力 +595
∴所受伤害-10%
∴点击使用 触发混沌光晕
∴自然属性+6%
▣ 等级.100",583
742,I0DH,金顶佛光杵,"[史诗]
- 传奇至宝 武器 (法杖) -
大自然的光辉照耀这大地.
∴攻击力+4000
∴智力 +420
∴所受伤害-8%
∴点击使用 触发混沌光晕
∴自然属性+3%
▣ 等级.80",582
743,I0DG,亡者残爪,"[史诗]
- 冥灵传世 材料 -
∴点击查看相关合成组合",296
744,I0DF,@Unused,,-1
745,I0DE,@Unused,,-1
746,I0DD,@Unused,,-1
747,I0DC,@Unused,,-1
748,I0DB,@Unused,,-1
749,I0DA,灾变花冠,"[史诗]
- 鸿蒙起源 头盔 -
混乱！ 破坏! 遗忘!
∴护甲 +145
∴全属性 +300
∴技能伤害 +10%
∴火焰伤害 +7.5%
∴自然属性+5%
∴点击使用激活大灾变
▣ 等级.100",901
750,I0D9,安魂甲胄,"[史诗]
- 禁断圣物 铠甲 -
亡者灵魂铸造的铠甲
∴护甲 +215
∴力量 +265
∴敏捷 +160
∴使用者周围的友军能力值提高
∴8秒触发一次 三种强力BUFF之一
▣ 等级.100",685
751,I0D8,诸神黄昏·深渊领主的龙笛,"[史诗]
- 神话传说 首饰 -
凡人无法获取的混沌圣物
∴智力 +345
∴生命值 +2550
∴技能伤害 +4%
∴周围的友军能力值强化
▣ 等级.100",684
752,I0D7,信条·复仇面具,"[史诗]
- 鸿蒙起源 头盔 -
所有反对我们信条的乐色统统灭掉.
∴护甲 +160
∴力量 +280
∴敏捷 +265
∴攻击伤害+10%
∴攻击时有几率触发审判
∴点击使用 激活反魔法盾
▣ 等级.100",900
753,I0D6,霜寒·冰霜圣弓,"[史诗]
- 神话传说 武器 (弓箭) -
极冰浸润的远古圣弓
∴攻击力+3750
∴敏捷 +415
∴冰属性/水属性+5%
∴攻击时几率 概率触发冰霜打击
▣ 等级.90",597
754,I0D5,圣之魂器,"[史诗]
- 神话传说 首饰 -
不断燃烧的火焰围绕着你
∴力量 +320
∴敏捷 +320
∴技能伤害 +9%
∴攻击时几率造成目标护甲减少
▣ 等级.100",683
755,I0D4,恶魔骨翼,"[史诗]
- 神话传说 翅膀 -
你在哪里，给予你强大力量..
∴攻击力+1800
∴力量 +130
∴敏捷 +130
∴所受伤害-7%
∴点击使用 创造一个通往普瑞斯的传送门
▣ 等级.100",682
756,I0D3,兑换圣水,"[交易]
普瑞斯的勇者有时候要探险死亡之地。为此，总是需要做一些充足的准备，收集一些材料合成圣水。.

带来1颗白色魔法石，即可赠予3瓶圣水.",-1
757,I0D2,耀目星芒魂翼,"[史诗]
- 禁断圣物 翅膀 -
来自大自然的圣物
∴力量 & 智力 +315
∴生命值恢复 +85
∴魔法抗性 +18%
∴所受治疗量+15%
∴点击使用 周围的友军最大生命值获得提升
▣ 等级.100",276
758,I0D1,霜魂女神之翼,"[史诗]
- 禁断圣物 翅膀 -
冰清玉洁的圣物!
∴智力 +285
∴生命值 +1200
∴魔法值 +3750
∴技能伤害 +11%
∴点击使用 触发女神祝福
∴冰属性/水属性伤害+7%
▣ 等级.100",674
759,I0D0,大自然探险,"[书籍]
作者：一位探险家",-1
760,I0CZ,不死亡灵,"[书籍]
作者：一位普瑞斯长者",-1
761,I0CY,黑暗巨龙,"[书籍]
作者：精灵塔的巫师",-1
762,I0CX,毁灭的征兆,"[书籍]
作者：普瑞斯基地士兵前队长",-1
763,I0CW,梦魇仪式,"[书籍]
作者：著名的普瑞斯雕塑家",-1
764,I0CV,封印之塔,"[书籍]
作者：佚名",-1
765,I0CU,熔岩血海·妖龙叹息,"[史诗]
- 神话传说 武器 (弓箭) -
埋葬妖龙的杀器，已从熔岩中苏醒了!!
∴攻击力+7200
∴力量 +185, 敏捷 +555
∴攻击时几率触发破碎打击
∴火焰伤害 +10%
▣ 等级.100",659
766,I0CT,泰坦板甲,"[史诗]
- 鸿蒙起源 铠甲 -
充满强大力量的盔甲
∴护甲 +275
∴力量 +480
∴技能伤害 +15%
∴每当释放技能激活泰坦咆哮
∴点击使用 激活泰坦之怒
▣ 等级.100",899
767,I0CS,水神法衣,"[史诗]
- 神话传说 铠甲 -
水神曾经的护身法袍.
∴护甲 +180
∴智力 +215
∴技能伤害 +3%
∴魔法值恢复 +20
∴4分钟CD，主动使用触发魔法免疫
▣ 等级.100",663
768,I0CR,沧海庇佑,"[史诗]
- 神话传说 铠甲 -
来自于深海的庇佑.
∴护甲 +180
∴敏捷 +180
∴技能伤害 +7%
∴20秒触发一次抵挡3次伤害的护盾
▣ 等级.100",244
769,I0CQ,凛冰契约·霜枭,"[史诗]
- 神话传说 首饰 -
永恒冰封的指环
∴护甲 +35
∴全属性 +235
∴技能伤害 +6%
∴所受伤害-12%
∴攻击时对目标附加减速效果
▣ 等级.100",664
770,I0CP,圣佑头盔,"[史诗]
- 神话传说 头盔 -
这件头盔闪烁着幽暗的光芒
∴护甲 +110
∴力量 +120
∴所受伤害-8%
∴被攻击时概率获得生命值恢复
∴点击使用 暂时造成最高生命值和魔法值提高
▣ 等级.100",245
771,I0CO,佑腐鳞甲,"[史诗]
- 神话传说 铠甲 -
深海中被注入魔力的铠甲.
∴护甲 +200
∴力量 +245
∴技能伤害 +6%
∴受到攻击时几率反弹伤害
∴受到的伤害累积可攒出强大的气波
▣ 等级.100",662
772,I0CN,风暴殇神混天舞,"[史诗]
- 神话传说 武器 (近战) -
暴风前的预兆
∴攻击力+5550
∴敏捷 +580
∴攻击速度 +15%
∴攻击时几率触发风暴
∴每当释放技能 几率触发觉醒
▣ 等级.100",661
773,I0CM,冬之泪·沧澜雪印,"[史诗]
- 神话传说 武器 (法杖) -
被冰封的美丽圣物
∴攻击力+4500
∴智力 +630
∴生命值 +1500
∴每当释放技能 下次攻击附带减速和额外伤害
∴点击使用 发动沧澜风暴
∴冰属性/水属性伤害+6%
▣ 等级.100",623
774,I0CL,祈祷书,"[书籍]
作者：海难幸存的船长",-1
