,key,name,description,id
599,I0HT,墮落的火焰魂翼 藏品,"[收藏品]
墮落的火焰魂翼",460
600,I0HS,冰極天雪魂翼 藏品,"[收藏品]
冰極天雪魂翼",459
601,I0HR,腐敗水晶之翼 藏品,"[收藏品]
腐敗水晶之翼",458
602,I0HQ,龍翼 藏品,"[收藏品]
龍翼",457
603,I0HP,霜魂女神之翼 藏品,"[收藏品]
霜魂女神之翼",456
604,I0HO,女神仙翼 藏品,"[收藏品]
女神仙翼",455
605,I0HN,翅膀 藏品,"[史詩]
- 冥靈傳世 材料 -
∴點擊查看相關合成組合",359
606,I0HM,奇裝異服,"[收藏品]
是一件租用的奇裝異服.
服裝可以使用到該事件結束.",-1
607,I0HL,摧毀記憶石,"摧毀記憶石.

如果還有其他隊友的話，請取得同意後再使用.",-1
608,I0HJ,夜視鏡,"[收藏品]
夜晚視野真是好哇.",988
609,I0HI,雪花法杖,"[收藏品]
搖一搖，晃一晃，眼睛真舒服.",-1
610,I0HH,雪花翅膀,"[收藏品]
晶瑩剔透的翅膀",510
611,I0HG,藍天使翅膀,"[收藏品]
小型的藍色翅膀",509
612,I0HF,萬聖節服裝 2,[收藏品],-1
613,I0HE,新年服裝 2,[收藏品],-1
614,I0HD,發光的糖塊,"[硬幣]
採集那些讓人興奮的發光的糖塊

活動結束後該物品消失.",379
615,I0HC,輪迴之花,[收藏品],-1
616,I0HB,魔女的神祕糖果,"[收藏品]
讓你擁有控制靈魂的趕腳",-1
617,I0HA,銀喵徽章,[收藏品],-1
618,I0H9,幽靈徽章,"[收藏品]
哇哈哈哈!",-1
619,I0H8,女巫的糖塊,"[收藏品]
""美味！使你飄飄欲仙...""",-1
620,I0H7,小魔王翅膀,"[收藏品]
薰衣草色的翅膀",508
621,I0H6,輸出記錄器,"[收藏品]
通過它可以測試你的輸出",537
622,I0H5,新年服裝,[收藏品],-1
623,I0H4,聖誕節服裝,[收藏品],-1
624,I0H3,萬聖節服裝,[收藏品],-1
625,I0H2,褻瀆之影·末日裁決,"[史詩]
- 禁斷聖物 武器 (近戰) -
被遺落的武器給予巨大的力量
∴攻擊力+7100
∴力量 +210, 敏捷 +570
∴致命一擊倍率 +0.30x
∴攻擊時幾率末日裁決
▣ 等級.100",782
626,I0H1,絕魂·世界擊碎者,"[史詩]
- 禁斷聖物 武器 (槍支) -
世界上唯一的真理就是力量.
∴攻擊力+9750
∴力量 +420
∴敏捷 +600
∴技能傷害 +6%
∴攻擊時幾率觸發混沌炮彈
▣ 等級.100",781
627,I0H0,秩序之源·夢魘毀滅魔弓,"[史詩]
- 禁斷聖物 武器 (弓箭) -
世界上唯一的真理就是力量.
∴攻擊力+9000
∴力量 +420
∴敏捷 +630
∴技能傷害 +8%
∴攻擊時幾率 觸發混沌魔影
▣ 等級.100",779
628,I0GZ,秩序之源·無間地獄魔杖,"[史詩]
- 禁斷聖物 武器 (法杖) -
世界上唯一的真理就是力量.
∴攻擊力+7200
∴力量 +360, 智力 +720
∴技能傷害 +12%
∴點擊使用 無間爆破
▣ 等級.100",780
629,I0GY,秩序之源·永恆碧藍怒火之劍,"[史詩]
- 禁斷聖物 武器 (近戰) -
世界上唯一的真理就是力量.
∴攻擊力+8250
∴力量 & 敏捷 +450
∴主屬性 +210
∴技能傷害 +9%
∴攻擊時幾率 觸發混沌爆破
▣ 等級.100",778
630,I0GX,神祕杆,[收藏品],-1
631,I0GW,“世界大咖”徽章,[收藏品],558
632,I0GV,腐蝕者 徽章,[收藏品],550
633,I0GU,火焰夢魘徽章,[收藏品],552
634,I0GT,滄海巨獸徽章,[收藏品],551
635,I0GS,奪魄·神泣之刃,"[史詩]
- 鴻蒙起源 武器 (近戰) -
一把能砍倒神靈的能量之劍
∴攻擊力+9400
∴敏捷 +880
∴生命值 +2500
∴致命一擊倍率 +0.50x
∴每12次攻擊激活奪魄
∴每當釋放技能觸發覺醒
▣ 等級.100",909
636,I0GR,無望·荒蕪魂戒,"[史詩]
- 鴻蒙起源 首飾 -
充滿扭曲靈魂的戒指
∴主屬性 +625
∴攻擊速度 +35%
∴技能傷害 +20%
∴魔法值恢復 +20
∴點擊使用 激活荒蕪
▣ 等級.100",908
637,I0GQ,海蝕翅膀,"[收藏品]
蘊含海洋光暈.",505
638,I0GP,海蝕戒指,"[史詩]
- 傳奇至寶 首飾 -
蘊含海洋祝福的戒指.
∴主屬性 +(1.5 X英雄等級)
∴獲得經驗值+10%
▣ 等級.20",770
639,I0GO,海蝕風兜,"[史詩]
- 傳奇至寶 頭盔 -
蘊含海洋祝福的帽子.
∴護甲 +(英雄等級/2)
∴主屬性 +(1 X英雄等級)
∴獲得經驗值+5%
∴點擊使用 創造一個通往普瑞斯的傳送門
▣ 等級.20",769
640,I0GN,海蝕袍服,"[史詩]
- 傳奇至寶 鎧甲 -
蘊含海洋祝福的.
∴護甲 +(1 X英雄等級)
∴主屬性 +(1 X英雄等級)
∴獲得經驗值+5%
∴10秒觸發一次生命值和魔法值的20% 恢復
▣ 等級.20",768
641,I0GM,海蝕寶珠,"[史詩]
- 傳奇至寶 武器 (通用) -
蘊含海洋祝福的武器.
∴攻擊力+(40 X英雄等級)
∴主屬性 +(3 X英雄等級)
∴獲得經驗值+5%
∴攻擊時幾率觸發水之爆破
▣ 等級.20",767
642,I0GJ,海蝕洞門票,"[召喚類物品]
神祕的門票帶你走進海蝕洞的世界!
◎海蝕洞入口
◎根據你級別有幾率觸發更深層次入口",-1
643,I0GI,激情四射,[收藏品],-1
644,I0GH,古代機器力量結晶,"[收藏品]
改變揹包的外觀.",339
645,I0GF,週年慶氣氛,[收藏品],-1
646,I0GE,神祕氣息,[收藏品],433
647,I0GC,夏裝,[收藏品],-1
648,I0GB,徽章兌換,"你可以取回當前材料能兌換到的徽章.

注意: 不適用於遊戲ID下可以共享的徽章.",-1
649,I0GA,黑瓜徽章,[收藏品],128
650,I0G9,遠古法老徽章,[收藏品],121
651,I0G8,梟獸徽章,[收藏品],223
652,I0G7,巨人魔像徽章,[收藏品],115
653,I0G6,觸鬚領主徽章,[收藏品],100
654,I0G5,火焰領主徽章,[收藏品],84
655,I0G4,惡魔領主徽章,[收藏品],549
656,I0G3,蜘蛛領主徽章,[收藏品],548
657,I0G2,冰霜領主徽章,[收藏品],547
658,I0G1,黑天使徽章,[收藏品],546
659,I0G0,白天使徽章,[收藏品],545
660,I0FZ,守門人徽章,[收藏品],178
661,I0FY,魔龍徽章,[收藏品],544
662,I0FX,元素領主徽章,[收藏品],543
663,I0FW,傑克南瓜徽章,[收藏品],542
664,I0FV,伯爵徽章,[收藏品],541
665,I0FU,九頭蛇徽章,[收藏品],540
666,I0FT,海洋服裝,[收藏品],-1
667,I0FS,海洋徽章,[收藏品],-1
668,I0FR,真·秩序之源·無間地獄魔杖,"[史詩]
- 冥靈傳世 武器 (法杖) -
世界上唯一的真理就是力量.
∴攻擊力+8000
∴力量 +410
∴智力 +780
∴技能傷害 +14%
∴點擊使用 無間爆破
▣ 等級.100",907
669,I0FQ,魔音護魂之翼,"[史詩]
- 禁斷聖物 翅膀 -
控制不了情緒就容易帶來不幸
∴力量 +250
∴敏捷 +235
∴技能傷害 +6%
∴每當釋放技能 加強下次攻擊
∴每次觸發瘋狂殺戮效果疊加
▣ 等級.100",766
670,I0FP,火炎之心,"[史詩]
- 禁斷聖物 武器 (近戰) -
火焰永遠不會熄滅
∴攻擊力+7500
∴力量 +655
∴攻擊速度 -50%
∴技能傷害 +9%
∴每當釋放技能 觸發火焰打擊
▣ 等級.100",756
671,I0FO,毀滅·末日迴響,"[史詩]
- 神話傳說 武器 (槍支) -
末日即將到來 !
∴攻擊力+7200
∴敏捷 +515
∴致命一擊倍率 +0.2x
∴6秒觸發一次攻擊附加毀滅末日強化 (2次可能)
▣ 等級.100",731
672,I0FN,炮灰的信條,"[史詩]
- 神話傳說 武器 (槍支) -
你那不能饒恕的罪惡來接受我的洗禮吧.
∴攻擊力+6000
∴敏捷 +425
∴致命一擊倍率 +0.2x
∴8秒觸發一次 攻擊附加信條炮彈強化
▣ 等級.100",728
673,I0FM,災變·蠻荒之預言,"[史詩]
- 禁斷聖物 武器 (槍支) -
面對那無盡的未來，所有的鮮血流出都是徒勞的
∴攻擊力+6000
∴敏捷 +255
∴智力 +560
∴攻擊速度 +15%
∴友軍恢復 得到強化
∴點擊使用 觸發殷紅洗禮
▣ 等級.100",759
674,I0FL,災變·諸界毀滅者,"[史詩]
- 神話傳說 武器 (槍支) -
流血成河
∴攻擊力+5220
∴敏捷 +220
∴智力 +470
∴生命值 +1500
∴友軍恢復 得到強化
∴點擊使用 觸發血腥祈禱
▣ 等級.100",727
675,I0FK,血腥祈禱,"[史詩]
- 傳奇至寶 武器 (槍支) -
不要忘記那血腥的過去
∴攻擊力+3900
∴敏捷 +195
∴智力 +410
∴生命值 +1200
∴點擊使用 觸發血腥祈禱
▣ 等級.80",650
676,I0FJ,真·採佩什血炮,"[史詩]
- 傳奇至寶 武器 (槍支) -
放棄吧，愚蠢的人類！.
∴攻擊力+2900
∴敏捷 +210
∴智力 +250
∴生命值 +750
∴攻擊時附帶10%吸血 (最高400)
▣ 等級.60",646
677,I0FI,冥虹鏡芒·破碎之命運,"[史詩]
- 神話傳說 武器 (槍支) -
惡魔，來的更猛烈吧 !
∴攻擊力+5550
∴敏捷 +495
∴智力 +205
∴攻擊速度 +20%
∴技能傷害 +6%
∴點擊使用 觸發破碎轟炸
▣ 等級.100",726
678,I0FH,追逐者,"[史詩]
- 神話傳說 武器 (槍支) -
失敗者我來引領給你前進 ..
∴攻擊力+5850
∴敏捷 +465
∴攻擊速度 +20%
∴技能傷害 +5%
∴點擊使用 觸發追逐
▣ 等級.100",229
679,I0FG,深淵之手·最後的耳語,"[史詩]
- 神話傳說 武器 (槍支) -
當你擁有它的時候,剩下的只有沉浸在瘋狂,而不會感到疲倦.
∴攻擊力+6000
∴力量 +330
∴敏捷 +420
∴致命一擊倍率 +0.2x
∴攻擊時幾率觸發末日
▣ 等級.90",211
680,I0FF,地獄熔岩·幻舞者,"[史詩]
- 神話傳說 武器 (槍支) -
世界上唯一的真理就是力量.
∴攻擊力+7200
∴力量 +345
∴敏捷 +500
∴技能傷害 +3%
∴攻擊時幾率觸發混沌炮彈
▣ 等級.100",730
681,I0FE,寒光凌霜之左輪,"[史詩]
- 神話傳說 武器 (槍支) -
讓你感受凌厲的霜寒！
∴攻擊力+6000
∴敏捷 +425
∴攻擊速度 -20%
∴致命一擊倍率 +0.2x
▣ 等級.90",757
682,I0FD,新年禮盒,"[特殊物品]
新年禮盒.
∴想知道是什麼嗎?",405
683,I0FC,聖誕帽,"[收藏品]
""我希望每天都是聖誕節.""",-1
684,I0FB,真·戰神·神聖加農炮,"[史詩]
- 傳奇至寶 武器 (槍支) -
給予邪惡正義的制裁
∴攻擊力+4500
∴敏捷 +445
∴技能傷害 +2.5%
∴攻擊時幾率觸發神聖炮彈
▣ 等級.80",649
685,I0FA,戰神·神聖加農炮,"[史詩]
- 傳奇至寶 武器 (槍支) -
∴攻擊力+3300
∴敏捷 +330
∴攻擊時幾率觸發神聖炮彈
▣ 等級.80",182
686,I0F9,真·柏麗娜龍炮,"[史詩]
- 傳奇至寶 武器 (槍支) -
你極其渴望得到強大的力量！.
∴攻擊力+4000
∴敏捷 +330
∴攻擊時幾率觸發魔龍打擊
▣ 等級.70",647
687,I0F8,柏麗娜龍炮,"[史詩]
- 傳奇至寶 武器 (槍支) -
你極其渴望得到強大的力量！.
∴攻擊力+3000
∴敏捷 +215
∴攻擊時幾率觸發魔龍打擊
▣ 等級.70",170
688,I0F7,萊圖斯鋼炮,"[史詩]
- 傳奇至寶 武器 (槍支) -
炮彈面前人人平等!
∴攻擊力+3200
∴敏捷 +180
∴8秒觸發一次 下次攻擊附加鋼炮傷害強化
▣ 等級.70",729
689,I0F6,滄海步槍,"[魔力]
- 武器 (槍支) -
∴攻擊力+1000
∴敏捷 +130
∴攻擊時幾率觸發滄海之擊
▣ 等級.70",97
690,I0F5,山丘步槍,"[魔力]
- 武器 (槍支) -
∴攻擊力+1250
∴敏捷 +150
∴攻擊時幾率觸發墮落之刺
▣ 等級.80",112
691,I0F4,火焰領主步槍,"[魔力]
- 武器 (槍支) -
∴攻擊力+850
∴敏捷 +105
∴攻擊時幾率觸發火之祝福
▣ 等級.60",82
692,I0F3,真·秩序之源·永恆碧藍怒火之劍,"[史詩]
- 冥靈傳世 武器 (近戰) -
世界上唯一的真理就是力量.
∴攻擊力+9000
∴力量 +480
∴敏捷 +480
∴主屬性 +250
∴技能傷害 +10.5%
∴攻擊時幾率 觸發混沌爆破
▣ 等級.100",906
693,I0F2,劇毒步槍,"[罕見]
- 武器 (槍支) -
∴攻擊力+1000
∴敏捷 +170
∴攻擊時使敵人中毒，每10秒造成1500的額外傷害
▣ 等級.50",134
694,I0F1,火焰步槍,"[普通]
- 武器 (槍支) -
∴攻擊力+500
∴敏捷 +80
▣ 等級.60",75
695,I0F0,瑞文步槍,"[魔力]
- 武器 (槍支) -
∴攻擊力+650
∴敏捷 +85
∴攻擊時幾率觸發黑暗閃電
▣ 等級.50",62
696,I0EZ,暗影步槍,"[普通]
- 武器 (槍支) -
∴攻擊力+320
∴敏捷 +60
▣ 等級.50",51
697,I0EY,征服·恐懼支配,"[史詩]
- 鴻蒙起源 鎧甲 -
它讓你害怕得發抖
∴護甲 +300
∴力量 +550
∴技能傷害 +15%
∴持續傷害+10%
∴每當釋放技能疊加恐懼
∴點擊使用 激活混亂
▣ 等級.100",922
698,I0EX,行盡·生命烈焰,"[史詩]
- 鴻蒙起源 翅膀 -
閃爍着生命的火焰
∴攻擊力+4800
∴力量 +400
∴敏捷 +400
∴技能傷害 +10%
∴攻擊時激活燃燒靈魂
∴點擊使用 墜落火焰
▣ 等級.100",929
699,I0EW,冰霜步槍,"[普通]
- 武器 (槍支) -
∴攻擊力+200
∴敏捷 +38
▣ 等級.40",38
700,I0EV,死亡嚮往,"[史詩]
- 鴻蒙起源 翅膀 -
收割神的翅膀
∴主屬性 +450
∴生命值 +2000
∴移動速度 +75
∴技能傷害 +15%
∴技能施放後，下次攻擊激活靈魂詛咒
▣ 等級.100",930
701,I0EU,深海步槍,"[普通]
- 武器 (槍支) -
∴攻擊力+120
∴敏捷 +25
▣ 等級.30",23
702,I0ET,洞悉·真理之瞳,"[史詩]
- 鴻蒙起源 頭盔 -
滌盡虛妄，唯餘真理.
∴護甲 +175
∴全屬性 +250
∴主屬性 +250
∴技能傷害 +10%
∴所受傷害-5%
∴攻擊時觸發洞悉
∴施放終極技能時觸發心之眼
▣ 等級.100",938
703,I0ER,神祕的令牌,"[特殊物品]
你會收到一條彈幕.
∴在百度貼吧-世界RPG吧 發帖秀一下吧",406
704,I0EQ,萬聖節耀目翅膀,"[收藏品]
萬聖節神祕的禮物.",507
705,I0EP,召喚亞莫亞,"[收藏品]
召喚一隻叫亞莫亞的小貓.",-1
706,I0EO,女巫的神祕糖果,"[收藏品]
""這糖果味道那是極好的...""",-1
707,I0EN,幼小幽靈邀請函,"[召喚類物品]
和我一起來個小探險咋樣?
◎激活活動事件“幼小幽靈探險記”",-1
708,I0EM,神祕的糖果,"[糖果]
萬聖節裏充滿魔力的糖果.
∴目標怪物被萬聖節氣氛影響，它們的物品掉率提高（不過它不會掉落邀請函）",-1
709,I0EL,被遺落的深淵骷髏頭,"[史詩]
- 禁斷聖物 材料 -
∴點擊查看相關合成組合",265
710,I0EK,深淵碎片,"[史詩]
- 禁斷聖物 材料 -
古老深淵中的碎片.
∴點擊使用 兌換其他材料",356
711,I0EJ,寰宇之翼,"[史詩]
- 鴻蒙起源 翅膀 -
用生命綻放.
∴全屬性 +350
∴攻擊速度 +10%
∴技能傷害 +17.5%
∴移動速度 +50
∴點擊使用 激活生命之禮
∴每當釋放技能有幾率激活重生
▣ 等級.100",905
712,I0EI,神聖起源羽翼,"[史詩]
- 鴻蒙起源 翅膀 -
一切邪惡都將被我的火焰淨化
∴主屬性 +400
∴生命值 +1500
∴技能傷害 +10%
∴火焰傷害 +5%
∴造成魔法傷害時，激活聖火
∴點擊使用 激活熾熱黎明
▣ 等級.100",904
713,I0EH,湮滅幽魂甲冑,"[史詩]
- 禁斷聖物 鎧甲 -
你的靈魂給予你更強大力量..
∴護甲 +205
∴力量 +145, 敏捷 +325
∴技能傷害 +10%
∴致命一擊概率 +10%
∴生命值很低時觸發幽魂守護
▣ 等級.100",752
714,I0EG,飛星流彩碎翼,"[史詩]
- 禁斷聖物 翅膀 -
飛翔那美麗的天空
∴力量 +250, 敏捷 +280
∴技能傷害 & 魔法抗性 +7.5%
∴釋放技能時下次攻擊觸發蒼穹之力
∴點擊使用 羣星流彩
▣ 等級.100",280
715,I0EF,深沉悲傷·撕裂光芒,"[史詩]
- 禁斷聖物 首飾 -
光明也會被黑暗侵蝕.
∴力量 +370, 智力 +350
∴技能傷害 +12%
∴將造成的部分傷害量轉換爲生命值和魔法值
∴點擊使用 黑騎契約
▣ 等級.100",751
716,I0EE,靈魂隔斷羽翼,"[史詩]
- 鴻蒙起源 翅膀 -
死亡是我們唯一的喘息機會.
∴攻擊力+2000
∴主屬性 +225
∴全屬性 +175
∴致命一擊倍率 +0.40x
∴每當釋放技能 6秒 技能傷害和致命一擊概率 6% 提高
∴點擊使用 激活靈魂風暴
▣ 等級.100",950
717,I0E7,聖典扉頁,"[史詩]
- 禁斷聖物 材料 -
∴點擊查看相關合成組合",282
718,I0E6,聖使鎖魄,"[史詩]
- 禁斷聖物 材料 -
∴點擊查看相關合成組合",283
719,I0E5,神聖金屬,"[史詩]
- 禁斷聖物 材料 -
∴點擊查看相關合成組合",281
720,I0E4,無軒之湮魄頭巾,"[史詩]
- 禁斷聖物 頭盔 -
擁有了它，你就擁有了無上的地位
∴護甲 +110
∴力量 & 敏捷 +170
∴智力 +220
∴技能傷害 +4%
∴使用時觸發力量爆炸
▣ 等級.100",748
721,I0E3,地獄輓歌,"[史詩]
- 禁斷聖物 武器 (法杖) -
有希望麼？就在眼前。如不奮鬥，那就是絕望?
∴攻擊力+7800
∴智力 +700
∴技能傷害 +8%
∴技能 點擊使用觸發噩夢打擊
∴點擊使用 觸發絕望亡曲
▣ 等級.100",745
722,I0E2,創世聖鎧,"[史詩]
- 禁斷聖物 鎧甲 -
世間無盡力量湧入你的身體
∴護甲 +245
∴力量 +295, 敏捷 +190
∴魔法抗性 +10%
∴使用時幾率觸發創世印記
▣ 等級.100",746
723,I0E1,聖魔指環,"[史詩]
- 禁斷聖物 首飾 -
遠古時期一個孤獨幽魂所攜帶的戒指.
∴主屬性 +430
∴魔法值恢復 +15
∴攻擊速度 +20%
∴技能傷害 +14.5%
∴使用時觸發暗之審判
▣ 等級.100",750
724,I0E0,百里流光聖影之刃 ,"[史詩]
- 禁斷聖物 武器 (近戰) -
這是一把傳奇之劍，讓你擁有強力戰鬥力
∴攻擊力+8700
∴力量 +535, 敏捷 +565
∴技能釋放後下次攻擊附帶電強化
∴使用時觸發光之軌跡
▣ 等級.100",744
725,I0DZ,異端審判,"[史詩]
- 禁斷聖物 頭盔 -
未實現的惡魔理想已經被神訣
∴護甲 +125
∴力量 +160
∴敏捷 +130
∴攻擊傷害+7.5%
∴每次攻擊時觸發審判
∴點擊使用 魔力抗擊
▣ 等級.100",749
726,I0DY,聖痕戰盔,"[史詩]
- 神話傳說 頭盔 -
相信我，猛烈突擊去吧！!
∴護甲 +110
∴全屬性 +100
∴主屬性 +75
∴攻擊傷害+5%
∴周圍的友軍速度和生命值恢復提升
∴4分鐘CD，主動使用觸發魔法免疫
▣ 等級.100",742
727,I0DX,特比略遺落之輝閃,"[史詩]
- 禁斷聖物 武器 (近戰) -
無盡的力量，無上的權利，全給了你
∴攻擊力+9300
∴力量 +610
∴致命一擊概率 +12%
∴技能釋放後下一次攻擊附帶電強化
∴使用時有幾率觸發輝閃結界
▣ 等級.100",743
728,I0DW,自然之翼,"[魔力]
- 翅膀 -
∴全屬性 +15
∴獲得經驗值+10%
∴點擊使用 使用時生成連接當前位置和新手村的傳送陣
▣ 等級.20",13
729,I0DV,肉袋,"[魔力]
- 首飾 -
∴全屬性 +25
∴生命值 +500
∴魔法值 +500
∴點擊使用 取肉
▣ 等級.40",49
730,I0DU,金剛趾甲,"[魔力]
- 武器 (近戰) -
∴攻擊力+550
∴力量 +55
∴敏捷 +30
∴技能傷害 +5%
∴連續攻擊同一目標時造成400魔法傷害附加
▣ 等級.40",47
731,I0DT,海象 披風,"[魔力]
- 翅膀 -
∴全屬性 +20
∴生命值恢復 +5
∴擊殺怪物時有幾率觸發大海祝福(獲得經驗值提升)
▣ 等級.30",34
732,I0DS,象牙法杖,"[魔力]
- 武器 (法杖) -
∴攻擊力+280
∴智力 +60
∴攻擊速度 +10%
∴每攻擊時300魔法傷害附加
▣ 等級.30",32
733,I0DR,永恆之戒,"[史詩]
- 鴻蒙起源 首飾 -
所有慾望的避風港
∴全屬性 +475
∴技能傷害 +14%
∴生命處於1時激活命運逆轉
∴點擊使用 時空扭曲
▣ 等級.100",903
734,I0DQ,本尼迪特嗜血之鎧,"[史詩]
- 禁斷聖物 鎧甲 -
染滿鮮血的殷紅之鎧甲..
∴護甲 +190
∴敏捷 +295
∴技能傷害 +9%
∴戰鬥狀態下最大生命值提高
∴使用時強制敵人禁錮
▣ 等級.100",747
735,I0DO,女巫美狄亞法衣,"[史詩]
- 禁斷聖物 鎧甲 -
你的靈魂被我控制!!!
∴護甲 +185
∴智力 +340
∴魔法值 +1000
∴技能傷害 +8%
∴點擊使用 控制女巫
▣ 等級.100",741
736,I0DN,戴安娜的神聖法衣,"[史詩]
- 禁斷聖物 鎧甲 -
尋求神靈保佑拯救那冤死的靈魂 ...
∴護甲 +205
∴智力 +330
∴生命值 +1800
∴周圍的友軍 技能傷害 6% & 魔法抗性 8%提升
∴點擊使用祈禱尋求戴安娜護佑
▣ 等級.100",740
737,I0DM,萬聖節糖果,"[特殊物品]
美味的糖果.
∴生命值1000恢復
∴低概率贈予獎勵
∴在糖果區使用會自動",404
738,I0DL,猩紅詛咒,"[史詩]
- 鴻蒙起源 首飾 -
浸透了無法洗去的鮮血
∴力量 +455
∴敏捷 +425
∴持續傷害+35%
∴所受治療量-35%
∴攻擊時幾率觸發狂暴
∴點擊使用 激活舊神的禮物
▣ 等級.100",902
739,I0DK,亡靈,"[書籍]
作者：一名普瑞斯士兵",-1
740,I0DJ,聖水,"[雜項]
教堂裏的神聖之水
◎點擊使用 向周圍敵軍潑灑聖水，使其陷入眩暈狀態",-1
741,I0DI,幽魂破盡·金頂佛光聖物,"[史詩]
- 神話傳說 武器 (法杖) -
吸收天地之精華、蘊含巨大法力的神器
∴攻擊力+6150
∴智力 +595
∴所受傷害-10%
∴點擊使用 觸發混沌光暈
∴自然屬性+6%
▣ 等級.100",583
742,I0DH,金頂佛光杵,"[史詩]
- 傳奇至寶 武器 (法杖) -
大自然的光輝照耀這大地.
∴攻擊力+4000
∴智力 +420
∴所受傷害-8%
∴點擊使用 觸發混沌光暈
∴自然屬性+3%
▣ 等級.80",582
743,I0DG,亡者殘爪,"[史詩]
- 冥靈傳世 材料 -
∴點擊查看相關合成組合",296
744,I0DF,@Unused,,-1
745,I0DE,@Unused,,-1
746,I0DD,@Unused,,-1
747,I0DC,@Unused,,-1
748,I0DB,@Unused,,-1
749,I0DA,災變花冠,"[史詩]
- 鴻蒙起源 頭盔 -
混亂！ 破壞! 遺忘!
∴護甲 +145
∴全屬性 +300
∴技能傷害 +10%
∴火焰傷害 +7.5%
∴自然屬性+5%
∴點擊使用激活大災變
▣ 等級.100",901
750,I0D9,安魂甲冑,"[史詩]
- 禁斷聖物 鎧甲 -
亡者靈魂鑄造的鎧甲
∴護甲 +215
∴力量 +265
∴敏捷 +160
∴使用者周圍的友軍能力值提高
∴8秒觸發一次 三種強力BUFF之一
▣ 等級.100",685
751,I0D8,諸神黃昏·深淵領主的龍笛,"[史詩]
- 神話傳說 首飾 -
凡人無法獲取的混沌聖物
∴智力 +345
∴生命值 +2550
∴技能傷害 +4%
∴周圍的友軍能力值強化
▣ 等級.100",684
752,I0D7,信條·復仇面具,"[史詩]
- 鴻蒙起源 頭盔 -
所有反對我們信條的樂色統統滅掉.
∴護甲 +160
∴力量 +280
∴敏捷 +265
∴攻擊傷害+10%
∴攻擊時有幾率觸發審判
∴點擊使用 激活反魔法盾
▣ 等級.100",900
753,I0D6,霜寒·冰霜聖弓,"[史詩]
- 神話傳說 武器 (弓箭) -
極冰浸潤的遠古聖弓
∴攻擊力+3750
∴敏捷 +415
∴冰屬性/水屬性+5%
∴攻擊時幾率 概率觸發冰霜打擊
▣ 等級.90",597
754,I0D5,聖之魂器,"[史詩]
- 神話傳說 首飾 -
不斷燃燒的火焰圍繞着你
∴力量 +320
∴敏捷 +320
∴技能傷害 +9%
∴攻擊時幾率造成目標護甲減少
▣ 等級.100",683
755,I0D4,惡魔骨翼,"[史詩]
- 神話傳說 翅膀 -
你在哪裏，給予你強大力量..
∴攻擊力+1800
∴力量 +130
∴敏捷 +130
∴所受傷害-7%
∴點擊使用 創造一個通往普瑞斯的傳送門
▣ 等級.100",682
756,I0D3,兌換聖水,"[交易]
普瑞斯的勇者有時候要探險死亡之地。爲此，總是需要做一些充足的準備，收集一些材料合成聖水。.

帶來1顆白色魔法石，即可贈予3瓶聖水.",-1
757,I0D2,耀目星芒魂翼,"[史詩]
- 禁斷聖物 翅膀 -
來自大自然的聖物
∴力量 & 智力 +315
∴生命值恢復 +85
∴魔法抗性 +18%
∴所受治療量+15%
∴點擊使用 周圍的友軍最大生命值獲得提升
▣ 等級.100",276
758,I0D1,霜魂女神之翼,"[史詩]
- 禁斷聖物 翅膀 -
冰清玉潔的聖物!
∴智力 +285
∴生命值 +1200
∴魔法值 +3750
∴技能傷害 +11%
∴點擊使用 觸發女神祝福
∴冰屬性/水屬性傷害+7%
▣ 等級.100",674
759,I0D0,大自然探險,"[書籍]
作者：一位探險家",-1
760,I0CZ,不死亡靈,"[書籍]
作者：一位普瑞斯長者",-1
761,I0CY,黑暗巨龍,"[書籍]
作者：精靈塔的巫師",-1
762,I0CX,毀滅的徵兆,"[書籍]
作者：普瑞斯基地士兵前隊長",-1
763,I0CW,夢魘儀式,"[書籍]
作者：著名的普瑞斯雕塑家",-1
764,I0CV,封印之塔,"[書籍]
作者：佚名",-1
765,I0CU,熔岩血海·妖龍嘆息,"[史詩]
- 神話傳說 武器 (弓箭) -
埋葬妖龍的殺器，已從熔岩中甦醒了!!
∴攻擊力+7200
∴力量 +185, 敏捷 +555
∴攻擊時幾率觸發破碎打擊
∴火焰傷害 +10%
▣ 等級.100",659
766,I0CT,泰坦板甲,"[史詩]
- 鴻蒙起源 鎧甲 -
充滿強大力量的盔甲
∴護甲 +275
∴力量 +480
∴技能傷害 +15%
∴每當釋放技能激活泰坦咆哮
∴點擊使用 激活泰坦之怒
▣ 等級.100",899
767,I0CS,水神法衣,"[史詩]
- 神話傳說 鎧甲 -
水神曾經的護身法袍.
∴護甲 +180
∴智力 +215
∴技能傷害 +3%
∴魔法值恢復 +20
∴4分鐘CD，主動使用觸發魔法免疫
▣ 等級.100",663
768,I0CR,滄海庇佑,"[史詩]
- 神話傳說 鎧甲 -
來自於深海的庇佑.
∴護甲 +180
∴敏捷 +180
∴技能傷害 +7%
∴20秒觸發一次抵擋3次傷害的護盾
▣ 等級.100",244
769,I0CQ,凜冰契約·霜梟,"[史詩]
- 神話傳說 首飾 -
永恆冰封的指環
∴護甲 +35
∴全屬性 +235
∴技能傷害 +6%
∴所受傷害-12%
∴攻擊時對目標附加減速效果
▣ 等級.100",664
